genera	gene_id
Oribacterium	NEK11
Prevotella	KCNS3
Peptostreptococcus	HSPA8
Blautia	CTH
Granulicatella	TXK
Akkermansia	CDK17
Eubacterium	MAP3K1
Escherichia	MAP4K4
Proteus	HSPA5
Mitsuokella	PRKD1
Actinomyces	AKR1C4
Akkermansia	NEK2
Mitsuokella	SNRK
Collinsella	HSD17B8
Alistipes	MT-ND1
Atopobium	MAP4K5
Phascolarctobacterium	PRKD2
Atopobium	DHODH
Lactococcus	CAMK1
Escherichia	MOCOS
Streptococcus	PRKD2
Granulicatella	CHEK1
Peptostreptococcus	MARK1
Citrobacter	ALDH1A2
Lactobacillus	NIM1K
Holdemania	AURKA
Dialister	PSAT1
Enterococcus	RDH14
Citrobacter	SLC22A4
Enterococcus	ULK1
Treponema	KARS
Peptoniphilus	EPRS
Faecalibacterium	CSNK2A1
Bacteroides	MAP2K2
Megasphaera	STK4
Actinomyces	ACSS2
Dorea	MAPK9
Collinsella	ABCC2
Anaerococcus	ITK
Veillonella	RPS6KA3
Pseudoflavonifractor	FGFR1
Leuconostoc	CAMK1G
Oribacterium	PCCB
Actinomyces	MAP3K12
Dialister	NUAK1
Roseburia	ALDH6A1
Prevotella	HSD11B2
Blautia	EPHA5
Anaerococcus	IKBKB
Megasphaera	PRKCG
Actinomyces	SDSL
Parabacteroides	ACSL1
Klebsiella	FPGS
Roseburia	GPX1
Actinomyces	STK4
Slackia	KYAT3
Anaerostipes	MAP3K15
Odoribacter	GSR
Citrobacter	GAD1
Victivallis	RETSAT
Anaerococcus	ATP4A
Gemella	ROCK1
Weissella	EIF2AK1
Akkermansia	PIM3
Haemophilus	CA5B
Atopobium	CHUK
Roseburia	LDHAL6B
Ruminococcus	PRKCD
Roseburia	NAGA
Pseudoflavonifractor	ABCG2
Coprobacillus	GPX8
Turicibacter	LIMK1
Prevotella	KCNA10
Abiotrophia	CES1
Enterococcus	ALAS2
Roseburia	TAOK2
Actinomyces	PRKCG
Shigella	ATP6V1A
Enterococcus	MAP2K2
Victivallis	ATP1A2
Roseburia	SLC6A4
Leuconostoc	MYLK4
Proteus	ACADSB
Methanobrevibacter	IDH3G
Faecalibacterium	NARS
Faecalibacterium	MAPK7
Gemella	SLC7A3
Methanobrevibacter	SLC6A5
Faecalibacterium	NEK9
Megasphaera	NIM1K
Campylobacter	SUCLG1
Solobacterium	CAMKK1
Sutterella	NADSYN1
Ruminococcus	SLC6A9
Veillonella	MAP3K11
Alistipes	HAL
Ruminococcus	PPAT
Oxalobacter	TXNRD1
Bacteroides	ALDH18A1
Bifidobacterium	STK16
Treponema	MAPK7
Treponema	NARS
Prevotella	GPD1
Peptoniphilus	PCSK9
Subdoligranulum	SDS
Selenomonas	STK39
Sutterella	CHD1
Butyrivibrio	TSSK1B
Streptococcus	SLC23A1
Parabacteroides	HSD17B4
Holdemania	TEC
Haemophilus	TPI1
Salmonella	CHEK2
Selenomonas	JAK3
Proteus	ATP1A3
Turicibacter	PAK5
Enterococcus	TAT
Escherichia	PRKCE
Desulfovibrio	PDHA1
Prevotella	MAP2K1
Providencia	HSP90AA1
Succinatimonas	EARS2
Coprobacillus	ENO1
Streptobacillus	EEF1A1
Eggerthella	SCLY
Gemella	MYLK
Clostridium	ROCK1
Veillonella	RIDA
Eggerthella	NIM1K
Helicobacter	PHYKPL
Gemella	TYMS
Anaerostipes	RDH12
Gemella	PRKCI
Odoribacter	GARS
Eubacterium	CHEK1
Lactobacillus	DHRS4
Faecalibacterium	EPHB1
Bifidobacterium	GBA
Enterococcus	ALDH18A1
Alistipes	SPTLC2
Anaerotruncus	ABCB11
Porphyromonas	MTHFD2
Oribacterium	GAPDHS
Clostridium	SLC7A3
Lactococcus	MAP3K2
Pseudoflavonifractor	MAP2K3
Anaerococcus	PAK3
Slackia	PRKG2
Porphyromonas	FARSA
Bacteroides	KCND2
Succinatimonas	SLC6A9
Ruminococcus	DCLK3
Weissella	MAP3K2
Victivallis	CASK
Coprococcus	METAP1
Capnocytophaga	HLCS
Succinatimonas	ATP1A2
Sutterella	FKBP1A
Butyrivibrio	PTK2B
Coprococcus	STK32A
Eubacterium	MAPK13
Clostridium	SERPINB6
Butyrivibrio	MKNK2
Peptostreptococcus	MYO3A
Actinomyces	GANAB
Atopobium	IRAK1
Dialister	GPT
Leuconostoc	HIPK2
Collinsella	ULK1
Weissella	DPYD
Butyrivibrio	PRKCZ
Acidaminococcus	PHGDH
Acinetobacter	TYK2
Bifidobacterium	TAOK3
Providencia	THNSL1
Methanosphaera	SLC6A5
Blautia	CAMK1G
Lactobacillus	ABCB11
Megasphaera	GGT1
Mitsuokella	PAK5
Comamonas	TAT
Clostridium	MYLK
Weissella	PKM
Parabacteroides	PRKACA
Eubacterium	HADHA
Anaerotruncus	CSNK2A2
Acidaminococcus	FGR
Dorea	ABCC8
Clostridium	TYMS
Desulfovibrio	ENO1
Victivallis	DCLK2
Clostridium	PRKCI
Megasphaera	DHRS4
Anaerotruncus	IRAK3
Slackia	OTC
Veillonella	BMX
Coprococcus	ICK
Campylobacter	TPI1
Subdoligranulum	HIBADH
Anaerostipes	PC
Solobacterium	CARS2
Bifidobacterium	RPS6KA1
Ruminococcus	QPRT
Lactococcus	MAPK10
Pyramidobacter	ACSL3
Oribacterium	INSR
Aggregatibacter	NFS1
Oribacterium	SDHA
Bifidobacterium	GPT
Bilophila	HSP90AA1
Blautia	MYLK4
Oribacterium	MAPK3
Collinsella	ENO1
Selenomonas	HSP90AA1
Coprococcus	STK17A
Treponema	LDHC
Eubacterium	SHMT1
Fusobacterium	RDH12
Anaerotruncus	NDUFV1
Lactobacillus	CSNK2A2
Ruminococcus	MAP3K9
Akkermansia	TLK2
Acidaminococcus	SIK3
Escherichia	IDE
Anaerococcus	HADH
Providencia	PDHB
Slackia	CAMK1D
Akkermansia	PCCA
Butyrivibrio	TPI1
Veillonella	TXK
Peptoniphilus	HSPA8
Pyramidobacter	CPS1
Megasphaera	ABCB11
Solobacterium	ROCK2
Anaerococcus	CDK4
Faecalibacterium	HSD17B2
Gemella	SLC3A1
Turicibacter	CIT
Prevotella	DAPK2
Oxalobacter	COQ8A
Roseburia	EPHA10
Prevotella	SLC2A2
Collinsella	TAT
Peptoniphilus	PLK2
Victivallis	MARK3
Oxalobacter	ALDH6A1
Selenomonas	AURKC
Bacteroides	STK3
Methanobrevibacter	RIOK1
Coprococcus	TOP2B
Actinomyces	NDUFS2
Phascolarctobacterium	ULK2
Streptococcus	ULK2
Victivallis	PGD
Providencia	IARS2
Actinomyces	DHODH
Faecalibacterium	MAP3K15
Bifidobacterium	PPIA
Actinomyces	ABCB11
Dorea	IRAK4
Oribacterium	PRKD1
Bilophila	HDAC2
Anaerostipes	TNIK
Oribacterium	SNRK
Prevotella	SLC5A2
Peptoniphilus	PRKCQ
Actinomyces	DLAT
Roseburia	AURKA
Akkermansia	AKR1D1
Slackia	ACSL1
Bilophila	THNSL1
Selenomonas	THNSL1
Veillonella	SLC5A1
Dysgonomonas	ATP2C1
Solobacterium	MAPK14
Collinsella	ALDH18A1
Haemophilus	CPS1
Peptostreptococcus	TYMP
Solobacterium	HARS
Coprobacillus	EIF2AK1
Parabacteroides	ACSL4
Eggerthella	SLC22A6
Salmonella	CHEK1
Holdemania	PFAS
Oxalobacter	MT-ND2
Eubacterium	ACHE
Anaerostipes	BLK
Fusobacterium	PC
Anaerotruncus	IRAK1
Salmonella	FGFR2
Weissella	GPT2
Enterococcus	STK3
Parabacteroides	STK39
Parabacteroides	FER
Faecalibacterium	MAP4K3
Peptoniphilus	MAP3K4
Haemophilus	LTA4H
Actinomyces	EPHB2
Blautia	HIPK2
Akkermansia	CHUK
Clostridium	SLC3A1
Holdemania	CDK15
Anaerotruncus	HCK
Odoribacter	PDIA3
Blautia	FTCD
Salmonella	MAPK13
Phascolarctobacterium	PHKG1
Streptococcus	PHKG1
Treponema	MAP4K3
Veillonella	PAICS
Bacteroides	MT-ND4
Peptostreptococcus	G6PD
Anaerofustis	METAP1
Slackia	HSD17B4
Klebsiella	ME2
Anaerofustis	STK32A
Peptoniphilus	PKLR
Dorea	GSK3B
Acinetobacter	SIK2
Bilophila	ADSSL1
Proteus	OTC
Selenomonas	ADSSL1
Blautia	FLT3
Ruminococcus	EEF1A1
Pseudoflavonifractor	MAT2A
Bacteroides	EPHA4
Lactobacillus	HCK
Acinetobacter	MAP4K4
Weissella	PAK4
Dialister	MARK2
Ruminococcus	PSAT1
Eubacterium	ALDH1A2
Atopobium	CDKL1
Methanosphaera	RIOK1
Dorea	FGFR3
Roseburia	TEC
Leuconostoc	PPIF
Roseburia	SERPINC1
Clostridium	GPX4
Methanosphaera	PSMA7
Atopobium	CFTR
Gemella	AKR1B1
Neisseria	ESD
Bilophila	IARS2
Anaerotruncus	LRRK2
Selenomonas	IARS2
Coprococcus	TXNRD1
Turicibacter	MCCC1
Pyramidobacter	GATB
Succinatimonas	PYCR1
Anaerococcus	PTK2B
Bacteroides	STK35
Anaerofustis	ICK
Akkermansia	HSD17B3
Slackia	PLK4
Akkermansia	HSD17B10
Anaerococcus	MKNK2
Weissella	BRAF
Atopobium	STK33
Ruminococcus	STK16
Leuconostoc	CHEK2
Coprobacillus	MAP3K2
Treponema	ABCA1
Anaerococcus	PRKCZ
Granulicatella	HSD17B8
Delftia	ABCG2
Campylobacter	CPS1
Sutterella	CES1
Escherichia	EARS2
Anaerofustis	STK17A
Bifidobacterium	MARK2
Collinsella	EIF2AK1
Haemophilus	SDSL
Providencia	FPGS
Eggerthella	AKR1C1
Clostridium	RRM2
Selenomonas	RPS6KA6
Streptococcus	TNK2
Alistipes	FASN
Lactobacillus	LRRK2
Peptoniphilus	WARS2
Coprobacillus	PYGL
Coprobacillus	DPYD
Capnocytophaga	GCAT
Victivallis	LIMK1
Slackia	SLC6A1
Megasphaera	HCK
Leuconostoc	ATP2C1
Anaerostipes	SLC7A11
Succinatimonas	EEF1A1
Akkermansia	CAMKK1
Coprobacillus	PKM
Granulicatella	ABCC2
Slackia	PRKACA
Veillonella	MARK1
Phascolarctobacterium	PHGDH
Streptococcus	PHGDH
Weissella	PLK3
Bacteroides	DARS
Selenomonas	GMPS
Coprococcus	IARS
Eggerthella	SLC7A2
Proteus	ACSL1
Actinomyces	IRAK1
Enterococcus	STK35
Escherichia	STK17B
Eubacterium	EPHA7
Clostridium	AKR1B1
Alistipes	METAP1
Phascolarctobacterium	FGR
Streptococcus	FGR
Sutterella	YARS
Blautia	ULK3
Escherichia	ATP1A2
Porphyromonas	KARS
Fusobacterium	SPTLC1
Anaerostipes	FARS2
Anaerococcus	GLS2
Oribacterium	PAK5
Methanobrevibacter	HLCS
Mitsuokella	MCCC1
Coprococcus	RDH13
Coprococcus	LTK
Fusobacterium	ARG1
Leuconostoc	MAP2K5
Lactococcus	DAPK1
Bacteroides	TOP2A
Aggregatibacter	MOCOS
Coprococcus	ERBB2
Klebsiella	DARS2
Bacteroides	HSP90AB1
Atopobium	CTPS1
Atopobium	MAP3K13
Anaerococcus	TPI1
Coprococcus	SLC6A2
Succinatimonas	SLC47A1
Leuconostoc	MAP2K6
Collinsella	STK3
Butyrivibrio	EPHB4
Leuconostoc	VARS
Subdoligranulum	ABCB5
Atopobium	HPGD
Aeromonas	ALAS1
Ruminococcus	TAOK3
Mitsuokella	CKMT1B
Veillonella	SDHB
Megasphaera	LRRK2
Enterococcus	DARS
Methanobrevibacter	SLC5A1
Peptoniphilus	HIBCH
Mitsuokella	ASS1
Acinetobacter	PRKACB
Sutterella	SLC6A9
Eubacterium	GART
Gemella	GLUD1
Campylobacter	ACSS2
Anaerostipes	OAT
Desulfovibrio	DPYD
Coprobacillus	NNT
Phascolarctobacterium	CAMKK2
Atopobium	NEK5
Klebsiella	RDH8
Streptococcus	CAMKK2
Atopobium	MTHFD1
Clostridium	KIT
Ruminococcus	RPS6KA1
Enterococcus	TOP2A
Desulfovibrio	PKM
Campylobacter	SDSL
Dialister	SLC6A5
Bilophila	FPGS
Aggregatibacter	KYAT1
Weissella	ATP6V1A
Escherichia	DCLK3
Pseudoflavonifractor	SIK3
Rahnella	KYAT1
Anaerotruncus	NDUFS1
Selenomonas	TAOK1
Ruminococcus	GPT
Parabacteroides	DPP4
Bacteroides	KCNA4
Faecalibacterium	BLK
Veillonella	GCAT
Porphyromonas	NARS
Methanobrevibacter	PAICS
Leuconostoc	PECR
Citrobacter	KCND2
Salmonella	ALDH1A2
Leuconostoc	GSK3A
Pseudoflavonifractor	SRR
Butyrivibrio	ACSS2
Anaerotruncus	MAP3K3
Escherichia	CASK
Campylobacter	GATB
Butyrivibrio	MAP3K12
Lactococcus	SI
Peptoniphilus	SRMS
Acidaminococcus	PCCA
Coprococcus	COQ8A
Eubacterium	DNMT1
Butyrivibrio	SDSL
Alistipes	TOP2B
Solobacterium	NT5E
Shigella	PTGR2
Fusobacterium	FARS2
Phascolarctobacterium	CDK17
Streptococcus	CDK17
Coprobacillus	GPT2
Slackia	STK39
Eubacterium	ABCC2
Coprococcus	ALDH6A1
Akkermansia	CARS2
Desulfovibrio	NEIL1
Butyrivibrio	STK4
Phascolarctobacterium	NEK2
Streptococcus	NEK2
Bifidobacterium	AGXT2
Succinatimonas	CTH
Slackia	JAK3
Akkermansia	MUT
Leuconostoc	LDHA
Anaerofustis	TXNRD1
Clostridium	GLUD1
Roseburia	PFAS
Dialister	SIK1
Capnocytophaga	KCNC1
Oxalobacter	HDAC2
Lactobacillus	MAP3K3
Akkermansia	ALDH1A3
Granulicatella	ULK1
Butyrivibrio	PRKCG
Turicibacter	ULK3
Coprococcus	LDHAL6B
Escherichia	DCLK2
Gemella	TGFBR2
Coprococcus	TAOK2
Faecalibacterium	ARG1
Leuconostoc	SRC
Clostridium	CLK2
Anaerostipes	MYLK2
Veillonella	ROS1
Oribacterium	MAPK11
Citrobacter	CA9
Desulfovibrio	NNT
Peptostreptococcus	CAMK1
Coprococcus	SLC6A4
Methanosphaera	SLC5A1
Gemella	ABCB1
Anaerostipes	ABL1
Comamonas	TOP2A
Roseburia	CDK15
Comamonas	HSP90AB1
Akkermansia	ROCK2
Leuconostoc	FGFR2
Coprobacillus	PAK4
Oribacterium	CIT
Blautia	MAP2K5
Anaerostipes	SLC10A1
Victivallis	CIT
Oribacterium	PYGB
Bifidobacterium	SIK1
Veillonella	GART
Blautia	MAP2K6
Dorea	SCLY
Anaerotruncus	HPGD
Proteus	MT-ND2
Streptococcus	PIM3
Anaerofustis	IARS
Clostridium	LDHAL6A
Granulicatella	ENO1
Blautia	VARS
Turicibacter	MAP3K6
Dorea	NIM1K
Methanosphaera	PAICS
Holdemania	PDPK1
Actinomyces	CDKL1
Lactobacillus	GAPDH
Haemophilus	NDUFS2
Blautia	DHFR
Coprobacillus	BRAF
Phascolarctobacterium	LDHB
Streptococcus	LDHB
Oribacterium	IKBKE
Providencia	MME
Haemophilus	DHODH
Actinomyces	CFTR
Gemella	GPD1
Megasphaera	MAP3K3
Providencia	SLC1A1
Lactococcus	LCT
Escherichia	MARK3
Methanobrevibacter	SORD
Clostridium	CLCNKA
Akkermansia	MAPK14
Oxalobacter	PDHB
Anaerofustis	RDH13
Anaerofustis	LTK
Actinomyces	NDUFS1
Weissella	LCT
Veillonella	HSD17B8
Leuconostoc	ALDH1A1
Haemophilus	DLAT
Anaerofustis	SLC6A2
Clostridium	NDUFV2
Clostridium	HSD11B2
Capnocytophaga	G6PD
Gemella	MAP2K1
Fusobacterium	SDS
Holdemania	GLUD2
Actinomyces	STK33
Lactococcus	CDC42BPG
Granulicatella	TAT
Roseburia	CSK
Clostridium	ABCB1
Lactobacillus	NME1
Anaerococcus	AOX1
Dialister	RPS6KA3
Collinsella	GPT2
Acidaminococcus	SYK
Pseudoflavonifractor	EPHB3
Collinsella	TOP2A
Anaerostipes	RIPK4
Treponema	IMPDH2
Alistipes	TXNRD1
Blautia	PECR
Enterobacter	PRDX1
Fusobacterium	MTHFR
Coprobacillus	CBS
Turicibacter	MGMT
Coprobacillus	PLK3
Blautia	GSK3A
Escherichia	PYCR1
Coprobacillus	SHMT2
Lactobacillus	ALDH4A1
Butyrivibrio	GANAB
Escherichia	DCLK1
Lactobacillus	SLC7A9
Anaerostipes	CTSL
Mitsuokella	MAPK9
Eubacterium	RDH14
Leuconostoc	FGFR4
Desulfovibrio	SPTLC3
Anaerococcus	EPHB4
Akkermansia	MT-ND1
Eubacterium	ULK1
Peptoniphilus	PHYKPL
Victivallis	MYLK4
Ruminococcus	IGF1R
Phascolarctobacterium	NTRK1
Streptococcus	NTRK1
Dysgonomonas	ATP1A1
Porphyromonas	PNP
Prevotella	GARS
Eggerthella	YES1
Clostridium	GPD1
Fusobacterium	SLC10A1
Pyramidobacter	HSD17B10
Bifidobacterium	RPS6KA3
Ruminococcus	MARK2
Klebsiella	SLC23A1
Blautia	LDHA
Shigella	ACAA2
Faecalibacterium	OAT
Escherichia	EEF1A1
Slackia	AURKC
Clostridium	MAP2K1
Coprobacillus	MTR
Escherichia	OXCT2
Blautia	SRC
Peptostreptococcus	MAP3K2
Blautia	SLC1A3
Actinomyces	MAP3K13
Eggerthella	NEK4
Selenomonas	MAT1A
Anaerococcus	AKR1C4
Gemella	MAP3K10
Helicobacter	PRDX1
Campylobacter	NDUFS2
Victivallis	MCCC1
Anaerofustis	ALDH6A1
Eggerthella	GAPDH
Atopobium	MAP3K19
Campylobacter	DHODH
Oxalobacter	SUCLA2
Actinomyces	HPGD
Lactococcus	MTHFD2
Methanosphaera	SORD
Weissella	HSD11B1
Lactobacillus	NUAK2
Megasphaera	ALDH4A1
Bilophila	SLC1A1
Gardnerella	PYGL
Peptostreptococcus	PYGL
Blautia	FGFR2
Lactococcus	FARSA
Mitsuokella	MGMT
Eubacterium	MAP2K2
Succinatimonas	ENPEP
Acidaminococcus	RRM2B
Acidaminococcus	MAP3K15
Desulfovibrio	CBS
Megasphaera	SLC7A9
Coprobacillus	ATP6V1A
Desulfovibrio	SHMT2
Anaerofustis	TAOK2
Haemophilus	CA2
Anaerococcus	MAP3K12
Oribacterium	ASS1
Parabacteroides	ANPEP
Aggregatibacter	SLC1A2
Victivallis	ASS1
Anaerofustis	SLC6A4
Sutterella	PSAT1
Odoribacter	GLS2
Anaerococcus	SDSL
Holdemania	PAK1
Bacteroides	NFS1
Gemella	AAK1
Anaerococcus	STK4
Gemella	MERTK
Solobacterium	METAP1
Phascolarctobacterium	TLK2
Streptococcus	TLK2
Blautia	ALDH1A1
Peptostreptococcus	MAPK10
Dorea	HIPK3
Gemella	DAPK2
Coprococcus	AURKA
Solobacterium	STK32A
Anaerococcus	PRKCG
Streptococcus	PCCA
Acinetobacter	STK17B
Faecalibacterium	MYLK2
Atopobium	ATP1A3
Clostridium	MAP3K10
Granulicatella	EIF2AK1
Desulfovibrio	MTR
Ruminococcus	ALDH5A1
Oxalobacter	FPGS
Aeromonas	TUFM
Veillonella	RDH14
Selenomonas	ME2
Eubacterium	ALDH18A1
Gemella	SLC5A2
Providencia	DARS2
Butyrivibrio	EPHB2
Turicibacter	ABAT
Pseudoflavonifractor	ERN1
Porphyromonas	ABCA1
Enterococcus	NFS1
Proteus	HSP90AA1
Anaerotruncus	HSPA5
Bacteroides	TYK2
Acidaminococcus	RDH12
Leuconostoc	ATP1A1
Turicibacter	LDHA
Prevotella	GPX3
Akkermansia	SPTLC2
Veillonella	GOT2
Solobacterium	ICK
Methanobrevibacter	HSD17B8
Blautia	FGFR4
Alistipes	ALDH6A1
Desulfovibrio	ATP6V1A
Actinomyces	HSD17B1
Pseudoflavonifractor	NEK9
Clostridium	AAK1
Escherichia	CTH
Streptococcus	CLCN1
Eggerthella	NUAK2
Solobacterium	STK17A
Clostridium	MERTK
Aggregatibacter	EARS2
Anaerotruncus	CAMK2G
Ruminococcus	AGXT2
Providencia	RDH8
Salmonella	ULK1
Veillonella	ALAS2
Alistipes	NAGA
Granulicatella	STK3
Veillonella	ENO1
Clostridium	DAPK2
Bacteroides	IDH3B
Roseburia	PDGFRB
Dorea	NDUFV1
Alistipes	SLC6A4
Pyramidobacter	MUT
Coprococcus	TEC
Coprococcus	SERPINC1
Succinatimonas	ALDH5A1
Enterococcus	TYK2
Fusobacterium	RTCB
Turicibacter	MAPK15
Actinomyces	IMPA2
Dialister	CHEK1
Coprobacillus	LCT
Helicobacter	MAT2A
Bacteroides	MGAM
Clostridium	SLC5A2
Holdemania	FGFR1
Slackia	GMPS
Roseburia	PDPK1
Eggerthella	NDUFS7
Victivallis	H6PD
Proteus	THNSL1
Lactobacillus	CAMK2G
Solobacterium	TOP2B
Acinetobacter	CASK
Leuconostoc	PRKCB
Leuconostoc	STK24
Subdoligranulum	HSPA8
Acidaminococcus	ROCK2
Bacteroides	MYLK3
Mitsuokella	ABAT
Pseudoflavonifractor	EPHB1
Turicibacter	EPHA1
Lactobacillus	UGDH
Comamonas	NFS1
Parabacteroides	SGK3
Dorea	AKR1C1
Acidaminococcus	PC
Anaerotruncus	ACADSB
Subdoligranulum	PLK2
Delftia	OXCT1
Salmonella	MAP2K2
Lactobacillus	DDR2
Enterococcus	IDH3B
Holdemania	ABCG2
Dialister	SLC5A1
Anaerococcus	NARS2
Victivallis	ULK3
Sutterella	GPT
Bifidobacterium	CHEK1
Veillonella	ECHS1
Prevotella	IKBKB
Bilophila	DARS2
Selenomonas	DARS2
Megasphaera	HSPA5
Anaerostipes	ABCB5
Enterococcus	MGAM
Slackia	LCK
Methanosphaera	HSD17B8
Dialister	HADHA
Parabacteroides	MAT1A
Streptococcus	HSD17B3
Weissella	PLK1
Phascolarctobacterium	HSD17B10
Pseudoflavonifractor	SYK
Streptococcus	HSD17B10
Turicibacter	PAK6
Enterococcus	MYLK3
Coprobacillus	FURIN
Actinomyces	HSPA5
Bifidobacterium	MAPK13
Mitsuokella	MAPK15
Megasphaera	CAMK2G
Oribacterium	MAPK9
Bilophila	RDH8
Selenomonas	RDH8
Turicibacter	ZAP70
Bifidobacterium	SLC2A1
Victivallis	MAP3K6
Acidaminococcus	TNIK
Phascolarctobacterium	SLC16A1
Slackia	TAOK1
Anaerofustis	AURKA
Blautia	ATP1A1
Mitsuokella	EPHA1
Collinsella	NFS1
Phascolarctobacterium	CAMKK1
Streptococcus	CAMKK1
Proteus	IARS2
Bifidobacterium	HADHA
Shigella	ABCA1
Granulicatella	STK35
Eubacterium	STK3
Leuconostoc	JAK2
Comamonas	IDH3B
Coprobacillus	FARSA
Helicobacter	MTHFD2
Haemophilus	CFTR
Achromobacter	ALDH1A3
Anaerococcus	ABCB11
Alistipes	MDH2
Acinetobacter	MARK3
Enterobacter	SRR
Bacteroides	SIK2
Prevotella	AADAT
Acidaminococcus	BLK
Turicibacter	CDKL2
Ruminococcus	PPIF
Eggerthella	CAMK2G
Anaerostipes	SBK1
Solobacterium	TXNRD1
Bacteroides	MAP4K4
Blautia	EPHA6
Eggerthella	UGDH
Bifidobacterium	SHMT1
Peptoniphilus	PAK1
Victivallis	MGMT
Mitsuokella	PAK6
Anaerotruncus	KYAT3
Ruminococcus	CHEK2
Fusobacterium	ABCB5
Escherichia	CAMK1G
Pseudoflavonifractor	MAP3K15
Blautia	DDC
Prevotella	PAK3
Peptostreptococcus	DAPK1
Blautia	PRKCB
Blautia	STK24
Faecalibacterium	IDH3G
Paraprevotella	SLC5A5
Enterococcus	LIMK2
Lactococcus	KARS
Anaerotruncus	STK38
Veillonella	EIF2AK1
Sutterella	GOT1
Mitsuokella	ZAP70
Enterococcus	SIK2
Acidaminococcus	SPTLC1
Methanobrevibacter	ENO1
Granulicatella	GPT2
Treponema	IDH3G
Pediococcus	CA12
Anaerofustis	TEC
Capnocytophaga	PYGL
Actinomyces	ATP1A3
Ruminococcus	ATP2C1
Klebsiella	ACSL3
Helicobacter	SRR
Solobacterium	IARS
Lactobacillus	KYAT3
Providencia	SLC23A1
Victivallis	SLC12A4
Collinsella	IDH3B
Peptoniphilus	MINK1
Escherichia	MYLK4
Succinatimonas	PPIF
Bacteroides	KYAT1
Escherichia	GSTZ1
Coprococcus	PFAS
Mitsuokella	CDKL2
Aeromonas	ABCB1
Lactobacillus	STK38
Streptococcus	KCNQ2
Victivallis	MAP2K5
Paraprevotella	ABCG2
Weissella	NEK1
Pyramidobacter	MTHFD1
Eubacterium	EPHA4
Selenomonas	SMS
Peptostreptococcus	ATP6V1A
Turicibacter	FRK
Haemophilus	CTPS1
Ruminococcus	MAP3K1
Collinsella	HSD11B1
Enterobacter	KCND1
Collinsella	MGAM
Victivallis	VARS
Porphyromonas	IMPDH2
Solobacterium	SLC6A2
Aggregatibacter	PGD
Coprococcus	CDK15
Campylobacter	CFTR
Haemophilus	HPGD
Granulicatella	PAK4
Streptococcus	CARS2
Dialister	ALDH1A2
Eubacterium	STK35
Escherichia	SLC15A2
Fusobacterium	TSTA3
Eggerthella	ROCK1
Haemophilus	FDX1
Phascolarctobacterium	MUT
Proteus	FPGS
Bacteroides	PRKCE
Streptococcus	ALDH1A3
Aeromonas	GPD1
Turicibacter	SLC1A5
Aggregatibacter	PYCR1
Anaerotruncus	PRKG2
Butyrivibrio	CDKL1
Megasphaera	KYAT3
Succinatimonas	ATP2C1
Haemophilus	MTHFD1
Akkermansia	METAP1
Oribacterium	ABCC8
Prevotella	CDK4
Turicibacter	EPHA6
Scardovia	GSR
Butyrivibrio	CFTR
Akkermansia	STK32A
Bacteroides	PRKACB
Roseburia	SLC5A5
Slackia	SGK3
Coprobacillus	NADSYN1
Collinsella	MARK4
Megasphaera	STK38
Pyramidobacter	SPTLC2
Lactococcus	ACAA2
Phascolarctobacterium	ROCK2
Streptococcus	ROCK2
Bifidobacterium	SDHB
Faecalibacterium	IDH3A
Haemophilus	CA10
Salmonella	STK3
Acidaminococcus	FARS2
Prevotella	SERPINE1
Roseburia	FGFR1
Bifidobacterium	ALDH1A2
Methanosphaera	ENO1
Eubacterium	DARS
Butyrivibrio	STK33
Coprobacillus	CHD1
Ruminococcus	PECR
Slackia	IMPDH1
Delftia	PCCA
Anaerococcus	IRAK1
Shigella	XDH
Mitsuokella	FRK
Veillonella	DPYD
Treponema	IDH3A
Lactobacillus	GCSH
Coprococcus	CSK
Gemella	BMP2K
Anaerotruncus	MAPKAPK5
Bilophila	SLC23A1
Bacteroides	BCHE
Enterococcus	PRKCE
Eggerthella	MYLK
Selenomonas	SLC23A1
Veillonella	PKM
Anaerococcus	HCK
Anaerotruncus	OTC
Porphyromonas	GPX7
Akkermansia	ICK
Peptoniphilus	FTH1
Slackia	MAT1A
Roseburia	ABCG2
Coprobacillus	PLK1
Eubacterium	TOP2A
Turicibacter	JAK1
Eubacterium	HSP90AB1
Pseudoflavonifractor	PC
Blautia	ADA
Eggerthella	STK38
Succinatimonas	DHFR
Campylobacter	CTPS1
Phascolarctobacterium	MAPK14
Streptococcus	MAPK14
Phascolarctobacterium	HARS
Streptococcus	HARS
Acidaminococcus	NT5E
Collinsella	LIMK2
Akkermansia	STK17A
Bifidobacterium	SERPINB2
Victivallis	SLC1A3
Mitsuokella	SLC1A5
Solobacterium	LDHAL6B
Lactobacillus	MAPKAPK5
Haemophilus	HSD17B1
Campylobacter	HPGD
Solobacterium	TAOK2
Holdemania	MAT2A
Aggregatibacter	SLC47A1
Solobacterium	SLC6A4
Anaerotruncus	CAMK1D
Clostridium	MPG
Alistipes	PDHB
Lactococcus	AKR1B10
Dorea	NEK4
Ruminococcus	CHEK1
Blautia	ABCC1
Butyrivibrio	MAP3K13
Succinatimonas	PECR
Megasphaera	PRKG2
Peptostreptococcus	CDC42BPG
Oribacterium	MAPK15
Dorea	GAPDH
Anaerococcus	LRRK2
Victivallis	MAPK15
Blautia	EIF2AK2
Clostridium	BMP2K
Ruminococcus	FGFR2
